file,label
bdde957ec.png,Fat Hen
be2499cf4.png,Fat Hen
be341dbdc.png,Small-flowered Cranesbill
bea23d9f8.png,Scentless Mayweed
bebcaab66.png,Scentless Mayweed
beebe5f4e.png,Common wheat
bf3924a57.png,Fat Hen
bf66b9cd2.png,Loose Silky-bent
bfab3e3d0.png,Common Chickweed
bffc08672.png,Loose Silky-bent
c0461776c.png,Small-flowered Cranesbill
c069fc3fa.png,Loose Silky-bent
c06e7c748.png,Fat Hen
c0bc3997b.png,Cleavers
c0d9e170b.png,Small-flowered Cranesbill
c0f5d9ac8.png,Common Chickweed
c10ccbd82.png,Loose Silky-bent
c10db7ae2.png,Common Chickweed
c1ecff98b.png,Small-flowered Cranesbill
c26ccf73c.png,Cleavers
c2de6020a.png,Common Chickweed
c35efa095.png,Cleavers
c4ed8ed38.png,Fat Hen
c50335991.png,Fat Hen
c5078bac5.png,Fat Hen
c5e419015.png,Common Chickweed
c5e88cd42.png,Common Chickweed
c60e91e07.png,Shepherds Purse
c63da993b.png,Sugar beet
c64370a72.png,Sugar beet
c6b76307d.png,Maize
c6c8d4ba0.png,Loose Silky-bent
c7051c902.png,Scentless Mayweed
c74c5b7fc.png,Charlock
c75a82234.png,Loose Silky-bent
c7ae30f3a.png,Maize
c7b07431e.png,Loose Silky-bent
c7eb96871.png,Maize
c832e4302.png,Scentless Mayweed
c85ef220d.png,Small-flowered Cranesbill
c88ebfb47.png,Fat Hen
c8f50f0c3.png,Scentless Mayweed
caa2fbd79.png,Common Chickweed
cadab6616.png,Black-grass
cae684f8f.png,Loose Silky-bent
cb496f36e.png,Scentless Mayweed
cb76a7766.png,horse
cbba27d89.png,Fat Hen
cbe761896.png,Common Chickweed
cc3d2a59a.png,Common Chickweed
cc74feadc.png,Small-flowered Cranesbill
cd5f0db1c.png,Small-flowered Cranesbill
cd6adba97.png,Fat Hen
ce15eee52.png,Common Chickweed
ce3d280eb.png,Scentless Mayweed
ce42adffb.png,Loose Silky-bent
cec5bf198.png,Small-flowered Cranesbill
cf3a8b2fd.png,Maize
cf46d09c5.png,Common Chickweed
cf90fc52d.png,Maize
cfb18d262.png,Sugar beet
cfd8165e9.png,Charlock
d0152bd7c.png,Shepherds Purse
d01873fdd.png,Common Chickweed
d09275360.png,Scentless Mayweed
d09d24c58.png,Scentless Mayweed
d0cdc768f.png,Fat Hen
d102e1a15.png,Small-flowered Cranesbill
d14aa43f3.png,Common Chickweed
d17f48d3b.png,Common Chickweed
d2f0f326e.png,Common Chickweed
d2f422ccb.png,Fat Hen
d2fd9df40.png,Common Chickweed
d3331e071.png,Scentless Mayweed
d350a25fa.png,Sugar beet
d41d87796.png,Maize
d488a4fe1.png,Small-flowered Cranesbill
d515398fd.png,Charlock
d563be369.png,Small-flowered Cranesbill
d5f7dd60a.png,Scentless Mayweed
d668409ff.png,Loose Silky-bent
d689256be.png,Loose Silky-bent
d6c8c3c48.png,Shepherds Purse
d6d31dcbe.png,Common Chickweed
d6d80a321.png,Small-flowered Cranesbill
d7017f701.png,Scentless Mayweed
d84d37a61.png,Scentless Mayweed
d89db156f.png,Loose Silky-bent
d8f4923f8.png,Charlock
d93c7ab6d.png,Small-flowered Cranesbill
d9c50616e.png,Fat Hen
da231c97f.png,Sugar beet
da4ed3a28.png,Sugar beet
da5255450.png,Loose Silky-bent
da713c465.png,Loose Silky-bent
da9ef7858.png,Small-flowered Cranesbill
dabe3e5be.png,Sugar beet
dabea05f4.png,Loose Silky-bent
dc4cd56a3.png,Fat Hen
dc55449b2.png,Cleavers
dcd7ff249.png,Maize
dce2f6612.png,Charlock
dd5ec63d9.png,Loose Silky-bent
dd9f36df7.png,Common Chickweed
de0b79659.png,Scentless Mayweed
df11d56a7.png,Small-flowered Cranesbill
df521c0c0.png,Scentless Mayweed
df7cb5f87.png,Common Chickweed
dfb1d9012.png,Common Chickweed
e0ec5b6a1.png,Small-flowered Cranesbill
e14afa235.png,Scentless Mayweed
e15472085.png,Loose Silky-bent
e15fce4f2.png,Small-flowered Cranesbill
e1809cef2.png,Fat Hen
e19673dc9.png,Common Chickweed
e19ad6ac9.png,Fat Hen
e1a0e3202.png,Loose Silky-bent
e1abb4ff9.png,Scentless Mayweed
e3f50adfc.png,Small-flowered Cranesbill
e471f1d3a.png,Loose Silky-bent
e478c452c.png,Common Chickweed
e4a76885b.png,Loose Silky-bent
e4d5ec761.png,Loose Silky-bent
e5064f6be.png,Small-flowered Cranesbill
e52493d0b.png,Charlock
e5297b675.png,Common Chickweed
e5368474f.png,Common wheat
e5881dd33.png,Scentless Mayweed
e5e3dccff.png,Charlock
e6f1211a2.png,Small-flowered Cranesbill
e7077322d.png,Scentless Mayweed
e721c6ac8.png,Fat Hen
e73e308be.png,Loose Silky-bent
e783f5a4f.png,Small-flowered Cranesbill
e80a259c5.png,Charlock
e82017baa.png,Cleavers
e84464f5a.png,Common Chickweed
e88bf0db9.png,Sugar beet
e901b0f28.png,Loose Silky-bent
e921021a8.png,Scentless Mayweed
e96e57a90.png,Scentless Mayweed
e98e5d1d5.png,Loose Silky-bent
e9cd91682.png,Loose Silky-bent
e9d48d664.png,Cleavers
eaf0815e2.png,Scentless Mayweed
ec08a5d56.png,Common Chickweed
ede6b84b4.png,Cleavers
edfdb4aeb.png,Loose Silky-bent
eec1079a1.png,Small-flowered Cranesbill
eef131644.png,Loose Silky-bent
ef02b4ee7.png,Small-flowered Cranesbill
ef3e232ad.png,Sugar beet
ef65533d5.png,Maize
ef74dbcad.png,Common Chickweed
ef7a5651d.png,Loose Silky-bent
ef9676433.png,Small-flowered Cranesbill
efe19dc32.png,Sugar beet
f0ffa00bd.png,Fat Hen
f1e87cba7.png,Common wheat
f1f7c833f.png,Scentless Mayweed
f23faf9c1.png,Charlock
f25996db8.png,Small-flowered Cranesbill
f2dc546ca.png,Charlock
f33e9d918.png,Loose Silky-bent
f351ce097.png,Loose Silky-bent
f3fcfff1b.png,Charlock
f4021df6c.png,Fat Hen
f4234cf4f.png,Scentless Mayweed
f445fe6fb.png,Scentless Mayweed
f48916a8c.png,Loose Silky-bent
f4ad9d950.png,Scentless Mayweed
f4caf74f9.png,Black-grass
f4e7733d4.png,Loose Silky-bent
f593c9cf0.png,Common Chickweed
f66ae4070.png,Fat Hen
f6d250856.png,Shepherds Purse
f8318faf1.png,Charlock
f85ed9b6d.png,Common Chickweed
f9b6bfb00.png,Scentless Mayweed
f9ea23fb5.png,Fat Hen
f9f35cbd4.png,Common Chickweed
fa5fd1384.png,Common Chickweed
fa9f3a8f9.png,Scentless Mayweed
fadc6adbc.png,Loose Silky-bent
fb022edf9.png,Common Chickweed
fba8fc78a.png,Maize
fbf88b6be.png,Small-flowered Cranesbill
fc3e58836.png,Loose Silky-bent
fc6f686fb.png,cat
fd253a74e.png,dog
fd87b36ae.png,Scentless Mayweed
fd925f542.png,Loose Silky-bent
fda0b5c38.png,Sugar beet
fda39e16f.png,Common Chickweed
fdea6b119.png,Common Chickweed
fe29629fb.png,Maize
fe9e87b78.png,Loose Silky-bent
fea1d13d6.png,Small-flowered Cranesbill
fea355851.png,Scentless Mayweed
fea3da57c.png,Common Chickweed
fef2ade8c.png,Sugar beet
ff65bc002.png,Cleavers
ffc6f8527.png,Scentless Mayweed
